"MEASURE","Measure","AGE","Age","ASGS_2011","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"1","Births","30","30","3","Queensland","A","Annual","2005","2005",3329,,
"1","Births","30","30","3","Queensland","A","Annual","2006","2006",3463,,
"1","Births","30","30","3","Queensland","A","Annual","2007","2007",3866,,
"1","Births","30","30","3","Queensland","A","Annual","2008","2008",3801,,
"1","Births","30","30","3","Queensland","A","Annual","2009","2009",4112,,
"1","Births","30","30","3","Queensland","A","Annual","2010","2010",4078,,
"1","Births","30","30","3","Queensland","A","Annual","2011","2011",4090,,
"1","Births","30","30","3","Queensland","A","Annual","2012","2012",4220,,
"1","Births","30","30","3","Queensland","A","Annual","2013","2013",4272,,
"1","Births","30","30","3","Queensland","A","Annual","2014","2014",4366,,
"1","Births","30","30","3","Queensland","A","Annual","2015","2015",4348,,
"2","Female population","30","30","3","Queensland","A","Annual","2004","2004",27342,,
"2","Female population","30","30","3","Queensland","A","Annual","2005","2005",26917,,
"2","Female population","30","30","3","Queensland","A","Annual","2006","2006",27088,,
"2","Female population","30","30","3","Queensland","A","Annual","2007","2007",27417,,
"2","Female population","30","30","3","Queensland","A","Annual","2008","2008",28105,,
"2","Female population","30","30","3","Queensland","A","Annual","2009","2009",28978,,
"2","Female population","30","30","3","Queensland","A","Annual","2010","2010",30149,,
"2","Female population","30","30","3","Queensland","A","Annual","2011","2011",31234,,
"2","Female population","30","30","3","Queensland","A","Annual","2012","2012",32184,,
"2","Female population","30","30","3","Queensland","A","Annual","2013","2013",34173,,
"2","Female population","30","30","3","Queensland","A","Annual","2014","2014",34566,,
"2","Female population","30","30","3","Queensland","A","Annual","2015","2015",35080,,
"11","Fertility rate","30","30","3","Queensland","A","Annual","2004","2004",122.5,,
"11","Fertility rate","30","30","3","Queensland","A","Annual","2005","2005",123.7,,
"11","Fertility rate","30","30","3","Queensland","A","Annual","2006","2006",127.9,,
"11","Fertility rate","30","30","3","Queensland","A","Annual","2007","2007",141,,
"11","Fertility rate","30","30","3","Queensland","A","Annual","2008","2008",135.3,,
"11","Fertility rate","30","30","3","Queensland","A","Annual","2009","2009",141.9,,
"11","Fertility rate","30","30","3","Queensland","A","Annual","2010","2010",135.3,,
"11","Fertility rate","30","30","3","Queensland","A","Annual","2011","2011",131,,
"11","Fertility rate","30","30","3","Queensland","A","Annual","2012","2012",131.1,,
"11","Fertility rate","30","30","3","Queensland","A","Annual","2013","2013",125,,
"11","Fertility rate","30","30","3","Queensland","A","Annual","2014","2014",126.4,,
"11","Fertility rate","30","30","3","Queensland","A","Annual","2015","2015",124,,
"1","Births","30","30","4","South Australia","A","Annual","2004","2004",1156,,
"1","Births","30","30","4","South Australia","A","Annual","2005","2005",1256,,
"1","Births","30","30","4","South Australia","A","Annual","2006","2006",1235,,
"1","Births","30","30","4","South Australia","A","Annual","2007","2007",1297,,
"1","Births","30","30","4","South Australia","A","Annual","2008","2008",1328,,
"1","Births","30","30","4","South Australia","A","Annual","2009","2009",1263,,
"1","Births","30","30","4","South Australia","A","Annual","2010","2010",1321,,
"1","Births","30","30","4","South Australia","A","Annual","2011","2011",1329,,
"1","Births","30","30","4","South Australia","A","Annual","2012","2012",1407,,
"1","Births","30","30","4","South Australia","A","Annual","2013","2013",1485,,
"1","Births","30","30","4","South Australia","A","Annual","2014","2014",1546,,
"1","Births","30","30","4","South Australia","A","Annual","2015","2015",1465,,
"2","Female population","30","30","4","South Australia","A","Annual","2004","2004",9731,,
"2","Female population","30","30","4","South Australia","A","Annual","2005","2005",9489,,
"2","Female population","30","30","4","South Australia","A","Annual","2006","2006",9483,,
"2","Female population","30","30","4","South Australia","A","Annual","2007","2007",9586,,
"2","Female population","30","30","4","South Australia","A","Annual","2008","2008",9461,,
"2","Female population","30","30","4","South Australia","A","Annual","2009","2009",9669,,
"2","Female population","30","30","4","South Australia","A","Annual","2010","2010",10076,,
"2","Female population","30","30","4","South Australia","A","Annual","2011","2011",10509,,
"2","Female population","30","30","4","South Australia","A","Annual","2012","2012",10840,,
"2","Female population","30","30","4","South Australia","A","Annual","2013","2013",11204,,
"2","Female population","30","30","4","South Australia","A","Annual","2014","2014",11624,,
"2","Female population","30","30","4","South Australia","A","Annual","2015","2015",11584,,
"11","Fertility rate","30","30","4","South Australia","A","Annual","2004","2004",118.9,,
"11","Fertility rate","30","30","4","South Australia","A","Annual","2005","2005",132.4,,
"11","Fertility rate","30","30","4","South Australia","A","Annual","2006","2006",130.3,,
"11","Fertility rate","30","30","4","South Australia","A","Annual","2007","2007",135.3,,
"11","Fertility rate","30","30","4","South Australia","A","Annual","2008","2008",140.4,,
"11","Fertility rate","30","30","4","South Australia","A","Annual","2009","2009",130.7,,
"11","Fertility rate","30","30","4","South Australia","A","Annual","2010","2010",131.2,,
"11","Fertility rate","30","30","4","South Australia","A","Annual","2011","2011",126.5,,
"11","Fertility rate","30","30","4","South Australia","A","Annual","2012","2012",129.8,,
"11","Fertility rate","30","30","4","South Australia","A","Annual","2013","2013",132.6,,
"11","Fertility rate","30","30","4","South Australia","A","Annual","2014","2014",133.1,,
"11","Fertility rate","30","30","4","South Australia","A","Annual","2015","2015",126.5,,
"1","Births","30","30","5","Western Australia","A","Annual","2004","2004",1671,,
"1","Births","30","30","5","Western Australia","A","Annual","2005","2005",1713,,
"1","Births","30","30","5","Western Australia","A","Annual","2006","2006",1805,,
"1","Births","30","30","5","Western Australia","A","Annual","2007","2007",1839,,
"1","Births","30","30","5","Western Australia","A","Annual","2008","2008",1989,,
"1","Births","30","30","5","Western Australia","A","Annual","2009","2009",1989,,
"1","Births","30","30","5","Western Australia","A","Annual","2010","2010",2001,,
"1","Births","30","30","5","Western Australia","A","Annual","2011","2011",2132,,
"1","Births","30","30","5","Western Australia","A","Annual","2012","2012",2335,,
"1","Births","30","30","5","Western Australia","A","Annual","2013","2013",2395,,
"1","Births","30","30","5","Western Australia","A","Annual","2014","2014",2567,,
"1","Births","30","30","5","Western Australia","A","Annual","2015","2015",2501,,
"2","Female population","30","30","5","Western Australia","A","Annual","2004","2004",13629,,
"2","Female population","30","30","5","Western Australia","A","Annual","2005","2005",13577,,
"2","Female population","30","30","5","Western Australia","A","Annual","2006","2006",13656,,
"2","Female population","30","30","5","Western Australia","A","Annual","2007","2007",13860,,
"2","Female population","30","30","5","Western Australia","A","Annual","2008","2008",14409,,
"2","Female population","30","30","5","Western Australia","A","Annual","2009","2009",15375,,
"2","Female population","30","30","5","Western Australia","A","Annual","2010","2010",15860,,
"2","Female population","30","30","5","Western Australia","A","Annual","2011","2011",17034,,
"2","Female population","30","30","5","Western Australia","A","Annual","2012","2012",18170,,
"2","Female population","30","30","5","Western Australia","A","Annual","2013","2013",19599,,
"2","Female population","30","30","5","Western Australia","A","Annual","2014","2014",20185,,
"2","Female population","30","30","5","Western Australia","A","Annual","2015","2015",20649,,
"11","Fertility rate","30","30","5","Western Australia","A","Annual","2004","2004",122.6,,
"11","Fertility rate","30","30","5","Western Australia","A","Annual","2005","2005",126.2,,
"11","Fertility rate","30","30","5","Western Australia","A","Annual","2006","2006",132.2,,
"11","Fertility rate","30","30","5","Western Australia","A","Annual","2007","2007",132.8,,
"11","Fertility rate","30","30","5","Western Australia","A","Annual","2008","2008",138.1,,
"11","Fertility rate","30","30","5","Western Australia","A","Annual","2009","2009",129.4,,
"11","Fertility rate","30","30","5","Western Australia","A","Annual","2010","2010",126.2,,
"11","Fertility rate","30","30","5","Western Australia","A","Annual","2011","2011",125.2,,
"11","Fertility rate","30","30","5","Western Australia","A","Annual","2012","2012",128.6,,
"11","Fertility rate","30","30","5","Western Australia","A","Annual","2013","2013",122.3,,
"11","Fertility rate","30","30","5","Western Australia","A","Annual","2014","2014",127.3,,
"11","Fertility rate","30","30","5","Western Australia","A","Annual","2015","2015",121.3,,
"1","Births","30","30","6","Tasmania","A","Annual","2004","2004",361,,
"1","Births","30","30","6","Tasmania","A","Annual","2005","2005",397,,
"1","Births","30","30","6","Tasmania","A","Annual","2006","2006",335,,
"1","Births","30","30","6","Tasmania","A","Annual","2007","2007",362,,
"1","Births","30","30","6","Tasmania","A","Annual","2008","2008",367,,
"1","Births","30","30","6","Tasmania","A","Annual","2009","2009",363,,
"1","Births","30","30","6","Tasmania","A","Annual","2010","2010",354,,
"1","Births","30","30","6","Tasmania","A","Annual","2011","2011",401,,
"1","Births","30","30","6","Tasmania","A","Annual","2012","2012",383,,
"1","Births","30","30","6","Tasmania","A","Annual","2013","2013",370,,
"1","Births","30","30","6","Tasmania","A","Annual","2014","2014",361,,
"1","Births","30","30","6","Tasmania","A","Annual","2015","2015",396,,
"2","Female population","30","30","6","Tasmania","A","Annual","2004","2004",2912,,
"2","Female population","30","30","6","Tasmania","A","Annual","2005","2005",2919,,
"2","Female population","30","30","6","Tasmania","A","Annual","2006","2006",2801,,
"2","Female population","30","30","6","Tasmania","A","Annual","2007","2007",2706,,
"2","Female population","30","30","6","Tasmania","A","Annual","2008","2008",2798,,
"2","Female population","30","30","6","Tasmania","A","Annual","2009","2009",2853,,
"2","Female population","30","30","6","Tasmania","A","Annual","2010","2010",2857,,
"2","Female population","30","30","6","Tasmania","A","Annual","2011","2011",3037,,
"2","Female population","30","30","6","Tasmania","A","Annual","2012","2012",3025,,
"2","Female population","30","30","6","Tasmania","A","Annual","2013","2013",2925,,
"2","Female population","30","30","6","Tasmania","A","Annual","2014","2014",2970,,
"2","Female population","30","30","6","Tasmania","A","Annual","2015","2015",3073,,
"11","Fertility rate","30","30","6","Tasmania","A","Annual","2004","2004",129.5,,
"11","Fertility rate","30","30","6","Tasmania","A","Annual","2005","2005",143.4,,
"11","Fertility rate","30","30","6","Tasmania","A","Annual","2006","2006",129.3,,
"11","Fertility rate","30","30","6","Tasmania","A","Annual","2007","2007",139.4,,
"11","Fertility rate","30","30","6","Tasmania","A","Annual","2008","2008",134.3,,
"11","Fertility rate","30","30","6","Tasmania","A","Annual","2009","2009",131,,
"11","Fertility rate","30","30","6","Tasmania","A","Annual","2010","2010",127.1,,
"11","Fertility rate","30","30","6","Tasmania","A","Annual","2011","2011",135.7,,
"11","Fertility rate","30","30","6","Tasmania","A","Annual","2012","2012",130.7,,
"11","Fertility rate","30","30","6","Tasmania","A","Annual","2013","2013",126.7,,
"11","Fertility rate","30","30","6","Tasmania","A","Annual","2014","2014",122.1,,
"11","Fertility rate","30","30","6","Tasmania","A","Annual","2015","2015",129.1,,
"1","Births","30","30","7","Northern Territory","A","Annual","2004","2004",160,,
"1","Births","30","30","7","Northern Territory","A","Annual","2005","2005",189,,
"1","Births","30","30","7","Northern Territory","A","Annual","2006","2006",176,,
"1","Births","30","30","7","Northern Territory","A","Annual","2007","2007",185,,
"1","Births","30","30","7","Northern Territory","A","Annual","2008","2008",208,,
"1","Births","30","30","7","Northern Territory","A","Annual","2009","2009",212,,
"1","Births","30","30","7","Northern Territory","A","Annual","2010","2010",212,,
"1","Births","30","30","7","Northern Territory","A","Annual","2011","2011",205,,
"1","Births","30","30","7","Northern Territory","A","Annual","2012","2012",257,,
"1","Births","30","30","7","Northern Territory","A","Annual","2013","2013",275,,
"1","Births","30","30","7","Northern Territory","A","Annual","2014","2014",247,,
"1","Births","30","30","7","Northern Territory","A","Annual","2015","2015",258,,
"2","Female population","30","30","7","Northern Territory","A","Annual","2004","2004",1795,,
"2","Female population","30","30","7","Northern Territory","A","Annual","2005","2005",1680,,
"2","Female population","30","30","7","Northern Territory","A","Annual","2006","2006",1812,,
"2","Female population","30","30","7","Northern Territory","A","Annual","2007","2007",1734,,
"2","Female population","30","30","7","Northern Territory","A","Annual","2008","2008",1806,,
"2","Female population","30","30","7","Northern Territory","A","Annual","2009","2009",1832,,
"2","Female population","30","30","7","Northern Territory","A","Annual","2010","2010",1920,,
"2","Female population","30","30","7","Northern Territory","A","Annual","2011","2011",2087,,
"2","Female population","30","30","7","Northern Territory","A","Annual","2012","2012",2089,,
"2","Female population","30","30","7","Northern Territory","A","Annual","2013","2013",2202,,
"2","Female population","30","30","7","Northern Territory","A","Annual","2014","2014",2111,,
"2","Female population","30","30","7","Northern Territory","A","Annual","2015","2015",2193,,
"11","Fertility rate","30","30","7","Northern Territory","A","Annual","2004","2004",89.2,,
"11","Fertility rate","30","30","7","Northern Territory","A","Annual","2005","2005",112.5,,
"11","Fertility rate","30","30","7","Northern Territory","A","Annual","2006","2006",97.1,,
"11","Fertility rate","30","30","7","Northern Territory","A","Annual","2007","2007",106.8,,
"11","Fertility rate","30","30","7","Northern Territory","A","Annual","2008","2008",115.3,,
"11","Fertility rate","30","30","7","Northern Territory","A","Annual","2009","2009",115.8,,
"11","Fertility rate","30","30","7","Northern Territory","A","Annual","2010","2010",110.4,,
"11","Fertility rate","30","30","7","Northern Territory","A","Annual","2011","2011",98.2,,
"11","Fertility rate","30","30","7","Northern Territory","A","Annual","2012","2012",123.2,,
"11","Fertility rate","30","30","7","Northern Territory","A","Annual","2013","2013",124.9,,
"11","Fertility rate","30","30","7","Northern Territory","A","Annual","2014","2014",117,,
"11","Fertility rate","30","30","7","Northern Territory","A","Annual","2015","2015",117.6,,
"1","Births","30","30","8","Australian Capital Territory","A","Annual","2004","2004",344,,
"1","Births","30","30","8","Australian Capital Territory","A","Annual","2005","2005",299,,
"1","Births","30","30","8","Australian Capital Territory","A","Annual","2006","2006",324,,
"1","Births","30","30","8","Australian Capital Territory","A","Annual","2007","2007",342,,
"1","Births","30","30","8","Australian Capital Territory","A","Annual","2008","2008",321,,
"1","Births","30","30","8","Australian Capital Territory","A","Annual","2009","2009",328,,
"1","Births","30","30","8","Australian Capital Territory","A","Annual","2010","2010",376,,
"1","Births","30","30","8","Australian Capital Territory","A","Annual","2011","2011",392,,
"1","Births","30","30","8","Australian Capital Territory","A","Annual","2012","2012",477,,
"1","Births","30","30","8","Australian Capital Territory","A","Annual","2013","2013",416,,
"1","Births","30","30","8","Australian Capital Territory","A","Annual","2014","2014",435,,
"1","Births","30","30","8","Australian Capital Territory","A","Annual","2015","2015",434,,
"2","Female population","30","30","8","Australian Capital Territory","A","Annual","2004","2004",2595,,
"2","Female population","30","30","8","Australian Capital Territory","A","Annual","2005","2005",2544,,
"2","Female population","30","30","8","Australian Capital Territory","A","Annual","2006","2006",2503,,
"2","Female population","30","30","8","Australian Capital Territory","A","Annual","2007","2007",2661,,
"2","Female population","30","30","8","Australian Capital Territory","A","Annual","2008","2008",2656,,
"2","Female population","30","30","8","Australian Capital Territory","A","Annual","2009","2009",2813,,
"2","Female population","30","30","8","Australian Capital Territory","A","Annual","2010","2010",2984,,
"2","Female population","30","30","8","Australian Capital Territory","A","Annual","2011","2011",3097,,
"2","Female population","30","30","8","Australian Capital Territory","A","Annual","2012","2012",3284,,
"2","Female population","30","30","8","Australian Capital Territory","A","Annual","2013","2013",3287,,
"2","Female population","30","30","8","Australian Capital Territory","A","Annual","2014","2014",3389,,
"2","Female population","30","30","8","Australian Capital Territory","A","Annual","2015","2015",3375,,
"11","Fertility rate","30","30","8","Australian Capital Territory","A","Annual","2004","2004",132.9,,
"11","Fertility rate","30","30","8","Australian Capital Territory","A","Annual","2005","2005",117.9,,
"11","Fertility rate","30","30","8","Australian Capital Territory","A","Annual","2006","2006",129.4,,
"11","Fertility rate","30","30","8","Australian Capital Territory","A","Annual","2007","2007",128.5,,
"11","Fertility rate","30","30","8","Australian Capital Territory","A","Annual","2008","2008",120.9,,
"11","Fertility rate","30","30","8","Australian Capital Territory","A","Annual","2009","2009",116.6,,
"11","Fertility rate","30","30","8","Australian Capital Territory","A","Annual","2010","2010",126.1,,
"11","Fertility rate","30","30","8","Australian Capital Territory","A","Annual","2011","2011",126.6,,
"11","Fertility rate","30","30","8","Australian Capital Territory","A","Annual","2012","2012",145.2,,
"11","Fertility rate","30","30","8","Australian Capital Territory","A","Annual","2013","2013",126.6,,
"11","Fertility rate","30","30","8","Australian Capital Territory","A","Annual","2014","2014",128.4,,
"11","Fertility rate","30","30","8","Australian Capital Territory","A","Annual","2015","2015",128.6,,
"1","Births","31","31","0","Australia","A","Annual","2004","2004",18543,,
"1","Births","31","31","0","Australia","A","Annual","2005","2005",18824,,
"1","Births","31","31","0","Australia","A","Annual","2006","2006",18801,,
"1","Births","31","31","0","Australia","A","Annual","2007","2007",19835,,
"1","Births","31","31","0","Australia","A","Annual","2008","2008",20117,,
"1","Births","31","31","0","Australia","A","Annual","2009","2009",19705,,
"1","Births","31","31","0","Australia","A","Annual","2010","2010",20309,,
"1","Births","31","31","0","Australia","A","Annual","2011","2011",20841,,
"1","Births","31","31","0","Australia","A","Annual","2012","2012",21681,,
"1","Births","31","31","0","Australia","A","Annual","2013","2013",22547,,
"1","Births","31","31","0","Australia","A","Annual","2014","2014",22367,,
"1","Births","31","31","0","Australia","A","Annual","2015","2015",22875,,
"2","Female population","31","31","0","Australia","A","Annual","2004","2004",149548,,
"2","Female population","31","31","0","Australia","A","Annual","2005","2005",145449,,
"2","Female population","31","31","0","Australia","A","Annual","2006","2006",142540,,
"2","Female population","31","31","0","Australia","A","Annual","2007","2007",141962,,
"2","Female population","31","31","0","Australia","A","Annual","2008","2008",143354,,
"2","Female population","31","31","0","Australia","A","Annual","2009","2009",146067,,
"2","Female population","31","31","0","Australia","A","Annual","2010","2010",150404,,
"2","Female population","31","31","0","Australia","A","Annual","2011","2011",154884,,
"2","Female population","31","31","0","Australia","A","Annual","2012","2012",162850,,
"2","Female population","31","31","0","Australia","A","Annual","2013","2013",168012,,
"2","Female population","31","31","0","Australia","A","Annual","2014","2014",175234,,
"2","Female population","31","31","0","Australia","A","Annual","2015","2015",177935,,
"11","Fertility rate","31","31","0","Australia","A","Annual","2004","2004",124.1,,
"11","Fertility rate","31","31","0","Australia","A","Annual","2005","2005",129.6,,
"11","Fertility rate","31","31","0","Australia","A","Annual","2006","2006",132.2,,
"11","Fertility rate","31","31","0","Australia","A","Annual","2007","2007",139.9,,
"11","Fertility rate","31","31","0","Australia","A","Annual","2008","2008",140.4,,
"11","Fertility rate","31","31","0","Australia","A","Annual","2009","2009",135,,
"11","Fertility rate","31","31","0","Australia","A","Annual","2010","2010",135.1,,
"11","Fertility rate","31","31","0","Australia","A","Annual","2011","2011",134.7,,
"11","Fertility rate","31","31","0","Australia","A","Annual","2012","2012",133.2,,
"11","Fertility rate","31","31","0","Australia","A","Annual","2013","2013",134.2,,
"11","Fertility rate","31","31","0","Australia","A","Annual","2014","2014",127.7,,
"11","Fertility rate","31","31","0","Australia","A","Annual","2015","2015",128.6,,
"1","Births","31","31","1","New South Wales","A","Annual","2004","2004",6369,,
"1","Births","31","31","1","New South Wales","A","Annual","2005","2005",6570,,
"1","Births","31","31","1","New South Wales","A","Annual","2006","2006",6550,,
"1","Births","31","31","1","New South Wales","A","Annual","2007","2007",6726,,
"1","Births","31","31","1","New South Wales","A","Annual","2008","2008",6797,,
"1","Births","31","31","1","New South Wales","A","Annual","2009","2009",6572,,
"1","Births","31","31","1","New South Wales","A","Annual","2010","2010",7010,,
"1","Births","31","31","1","New South Wales","A","Annual","2011","2011",6877,,
"1","Births","31","31","1","New South Wales","A","Annual","2012","2012",6944,,
"1","Births","31","31","1","New South Wales","A","Annual","2013","2013",7513,,
"1","Births","31","31","1","New South Wales","A","Annual","2014","2014",6930,,
"1","Births","31","31","1","New South Wales","A","Annual","2015","2015",7362,,
"2","Female population","31","31","1","New South Wales","A","Annual","2004","2004",51211,,
"2","Female population","31","31","1","New South Wales","A","Annual","2005","2005",49285,,
"2","Female population","31","31","1","New South Wales","A","Annual","2006","2006",48045,,
"2","Female population","31","31","1","New South Wales","A","Annual","2007","2007",47224,,
"2","Female population","31","31","1","New South Wales","A","Annual","2008","2008",47763,,
"2","Female population","31","31","1","New South Wales","A","Annual","2009","2009",48193,,
"2","Female population","31","31","1","New South Wales","A","Annual","2010","2010",49313,,
"2","Female population","31","31","1","New South Wales","A","Annual","2011","2011",50129,,
"2","Female population","31","31","1","New South Wales","A","Annual","2012","2012",52511,,
"2","Female population","31","31","1","New South Wales","A","Annual","2013","2013",53858,,
"2","Female population","31","31","1","New South Wales","A","Annual","2014","2014",56036,,
"2","Female population","31","31","1","New South Wales","A","Annual","2015","2015",56224,,
"11","Fertility rate","31","31","1","New South Wales","A","Annual","2004","2004",124.4,,
"11","Fertility rate","31","31","1","New South Wales","A","Annual","2005","2005",133.3,,
"11","Fertility rate","31","31","1","New South Wales","A","Annual","2006","2006",136.4,,
"11","Fertility rate","31","31","1","New South Wales","A","Annual","2007","2007",142.4,,
"11","Fertility rate","31","31","1","New South Wales","A","Annual","2008","2008",142.3,,
"11","Fertility rate","31","31","1","New South Wales","A","Annual","2009","2009",136.4,,
"11","Fertility rate","31","31","1","New South Wales","A","Annual","2010","2010",142.2,,
"11","Fertility rate","31","31","1","New South Wales","A","Annual","2011","2011",137.2,,
"11","Fertility rate","31","31","1","New South Wales","A","Annual","2012","2012",132.2,,
"11","Fertility rate","31","31","1","New South Wales","A","Annual","2013","2013",139.5,,
"11","Fertility rate","31","31","1","New South Wales","A","Annual","2014","2014",123.7,,
"11","Fertility rate","31","31","1","New South Wales","A","Annual","2015","2015",131,,
"1","Births","31","31","2","Victoria","A","Annual","2004","2004",4909,,
"1","Births","31","31","2","Victoria","A","Annual","2005","2005",4825,,
"1","Births","31","31","2","Victoria","A","Annual","2006","2006",4830,,
"1","Births","31","31","2","Victoria","A","Annual","2007","2007",5067,,
"1","Births","31","31","2","Victoria","A","Annual","2008","2008",5067,,
"1","Births","31","31","2","Victoria","A","Annual","2009","2009",4918,,
"1","Births","31","31","2","Victoria","A","Annual","2010","2010",5112,,
"1","Births","31","31","2","Victoria","A","Annual","2011","2011",5386,,
"1","Births","31","31","2","Victoria","A","Annual","2012","2012",5744,,
"1","Births","31","31","2","Victoria","A","Annual","2013","2013",5616,,
"1","Births","31","31","2","Victoria","A","Annual","2014","2014",5840,,
"1","Births","31","31","2","Victoria","A","Annual","2015","2015",5788,,
"2","Female population","31","31","2","Victoria","A","Annual","2004","2004",37574,,
"2","Female population","31","31","2","Victoria","A","Annual","2005","2005",37153,,
"2","Female population","31","31","2","Victoria","A","Annual","2006","2006",36246,,
"2","Female population","31","31","2","Victoria","A","Annual","2007","2007",35792,,
"2","Female population","31","31","2","Victoria","A","Annual","2008","2008",36032,,
"2","Female population","31","31","2","Victoria","A","Annual","2009","2009",37071,,
"2","Female population","31","31","2","Victoria","A","Annual","2010","2010",38393,,
"2","Female population","31","31","2","Victoria","A","Annual","2011","2011",39877,,
"2","Female population","31","31","2","Victoria","A","Annual","2012","2012",41822,,
"2","Female population","31","31","2","Victoria","A","Annual","2013","2013",43398,,
"2","Female population","31","31","2","Victoria","A","Annual","2014","2014",45231,,
"2","Female population","31","31","2","Victoria","A","Annual","2015","2015",46366,,
"11","Fertility rate","31","31","2","Victoria","A","Annual","2004","2004",130.7,,
"11","Fertility rate","31","31","2","Victoria","A","Annual","2005","2005",129.9,,
"11","Fertility rate","31","31","2","Victoria","A","Annual","2006","2006",133.3,,
"11","Fertility rate","31","31","2","Victoria","A","Annual","2007","2007",141.6,,
"11","Fertility rate","31","31","2","Victoria","A","Annual","2008","2008",140.6,,
"11","Fertility rate","31","31","2","Victoria","A","Annual","2009","2009",132.7,,
"11","Fertility rate","31","31","2","Victoria","A","Annual","2010","2010",133.3,,
"11","Fertility rate","31","31","2","Victoria","A","Annual","2011","2011",135.1,,
"11","Fertility rate","31","31","2","Victoria","A","Annual","2012","2012",137.3,,
"11","Fertility rate","31","31","2","Victoria","A","Annual","2013","2013",129.4,,
"11","Fertility rate","31","31","2","Victoria","A","Annual","2014","2014",129.1,,
"11","Fertility rate","31","31","2","Victoria","A","Annual","2015","2015",124.8,,
"1","Births","31","31","3","Queensland","A","Annual","2004","2004",3447,,
"1","Births","31","31","3","Queensland","A","Annual","2005","2005",3508,,
"1","Births","31","31","3","Queensland","A","Annual","2006","2006",3469,,
"1","Births","31","31","3","Queensland","A","Annual","2007","2007",3888,,
"1","Births","31","31","3","Queensland","A","Annual","2008","2008",3872,,
"1","Births","31","31","3","Queensland","A","Annual","2009","2009",3987,,
"1","Births","31","31","3","Queensland","A","Annual","2010","2010",3875,,
"1","Births","31","31","3","Queensland","A","Annual","2011","2011",3994,,
"1","Births","31","31","3","Queensland","A","Annual","2012","2012",4159,,
"1","Births","31","31","3","Queensland","A","Annual","2013","2013",4385,,
"1","Births","31","31","3","Queensland","A","Annual","2014","2014",4427,,
"1","Births","31","31","3","Queensland","A","Annual","2015","2015",4402,,
"2","Female population","31","31","3","Queensland","A","Annual","2004","2004",28762,,
"2","Female population","31","31","3","Queensland","A","Annual","2005","2005",28030,,
"2","Female population","31","31","3","Queensland","A","Annual","2006","2006",27615,,
"2","Female population","31","31","3","Queensland","A","Annual","2007","2007",27905,,
"2","Female population","31","31","3","Queensland","A","Annual","2008","2008",28220,,
"2","Female population","31","31","3","Queensland","A","Annual","2009","2009",28822,,
"2","Female population","31","31","3","Queensland","A","Annual","2010","2010",29452,,
"2","Female population","31","31","3","Queensland","A","Annual","2011","2011",30534,,
"2","Female population","31","31","3","Queensland","A","Annual","2012","2012",31861,,
"2","Female population","31","31","3","Queensland","A","Annual","2013","2013",32568,,
"2","Female population","31","31","3","Queensland","A","Annual","2014","2014",34408,,
"2","Female population","31","31","3","Queensland","A","Annual","2015","2015",34825,,
"11","Fertility rate","31","31","3","Queensland","A","Annual","2004","2004",119.8,,
"11","Fertility rate","31","31","3","Queensland","A","Annual","2005","2005",125.2,,
"11","Fertility rate","31","31","3","Queensland","A","Annual","2006","2006",125.6,,
"11","Fertility rate","31","31","3","Queensland","A","Annual","2007","2007",139.3,,
"11","Fertility rate","31","31","3","Queensland","A","Annual","2008","2008",137.3,,
"11","Fertility rate","31","31","3","Queensland","A","Annual","2009","2009",138.4,,
"11","Fertility rate","31","31","3","Queensland","A","Annual","2010","2010",131.6,,
"11","Fertility rate","31","31","3","Queensland","A","Annual","2011","2011",130.8,,
"11","Fertility rate","31","31","3","Queensland","A","Annual","2012","2012",130.6,,
"11","Fertility rate","31","31","3","Queensland","A","Annual","2013","2013",134.7,,
"11","Fertility rate","31","31","3","Queensland","A","Annual","2014","2014",128.7,,
"11","Fertility rate","31","31","3","Queensland","A","Annual","2015","2015",126.5,,
"1","Births","31","31","4","South Australia","A","Annual","2004","2004",1220,,
"1","Births","31","31","4","South Australia","A","Annual","2005","2005",1240,,
"1","Births","31","31","4","South Australia","A","Annual","2006","2006",1243,,
"1","Births","31","31","4","South Australia","A","Annual","2007","2007",1308,,
"1","Births","31","31","4","South Australia","A","Annual","2008","2008",1378,,
"1","Births","31","31","4","South Australia","A","Annual","2009","2009",1289,,
"1","Births","31","31","4","South Australia","A","Annual","2010","2010",1300,,
"1","Births","31","31","4","South Australia","A","Annual","2011","2011",1406,,
"1","Births","31","31","4","South Australia","A","Annual","2012","2012",1453,,
"1","Births","31","31","4","South Australia","A","Annual","2013","2013",1473,,
"1","Births","31","31","4","South Australia","A","Annual","2014","2014",1445,,
"1","Births","31","31","4","South Australia","A","Annual","2015","2015",1560,,
"2","Female population","31","31","4","South Australia","A","Annual","2004","2004",10195,,
"2","Female population","31","31","4","South Australia","A","Annual","2005","2005",9787,,
"2","Female population","31","31","4","South Australia","A","Annual","2006","2006",9623,,
"2","Female population","31","31","4","South Australia","A","Annual","2007","2007",9627,,
"2","Female population","31","31","4","South Australia","A","Annual","2008","2008",9742,,
"2","Female population","31","31","4","South Australia","A","Annual","2009","2009",9659,,
"2","Female population","31","31","4","South Australia","A","Annual","2010","2010",9854,,
"2","Female population","31","31","4","South Australia","A","Annual","2011","2011",10099,,
"2","Female population","31","31","4","South Australia","A","Annual","2012","2012",10614,,
