"MEASURE","Measure","AGE","Age","ASGS_2011","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"11","Fertility rate","17","17","5","Western Australia","A","Annual","2014","2014",12.6,,
"11","Fertility rate","17","17","5","Western Australia","A","Annual","2015","2015",12.2,,
"1","Births","17","17","6","Tasmania","A","Annual","2004","2004",67,,
"1","Births","17","17","6","Tasmania","A","Annual","2005","2005",96,,
"1","Births","17","17","6","Tasmania","A","Annual","2006","2006",74,,
"1","Births","17","17","6","Tasmania","A","Annual","2007","2007",79,,
"1","Births","17","17","6","Tasmania","A","Annual","2008","2008",89,,
"1","Births","17","17","6","Tasmania","A","Annual","2009","2009",83,,
"1","Births","17","17","6","Tasmania","A","Annual","2010","2010",47,,
"1","Births","17","17","6","Tasmania","A","Annual","2011","2011",82,,
"1","Births","17","17","6","Tasmania","A","Annual","2012","2012",59,,
"1","Births","17","17","6","Tasmania","A","Annual","2013","2013",71,,
"1","Births","17","17","6","Tasmania","A","Annual","2014","2014",55,,
"1","Births","17","17","6","Tasmania","A","Annual","2015","2015",41,,
"2","Female population","17","17","6","Tasmania","A","Annual","2004","2004",3347,,
"2","Female population","17","17","6","Tasmania","A","Annual","2005","2005",3280,,
"2","Female population","17","17","6","Tasmania","A","Annual","2006","2006",3293,,
"2","Female population","17","17","6","Tasmania","A","Annual","2007","2007",3264,,
"2","Female population","17","17","6","Tasmania","A","Annual","2008","2008",3451,,
"2","Female population","17","17","6","Tasmania","A","Annual","2009","2009",3307,,
"2","Female population","17","17","6","Tasmania","A","Annual","2010","2010",3298,,
"2","Female population","17","17","6","Tasmania","A","Annual","2011","2011",3203,,
"2","Female population","17","17","6","Tasmania","A","Annual","2012","2012",3343,,
"2","Female population","17","17","6","Tasmania","A","Annual","2013","2013",3276,,
"2","Female population","17","17","6","Tasmania","A","Annual","2014","2014",3317,,
"2","Female population","17","17","6","Tasmania","A","Annual","2015","2015",3158,,
"11","Fertility rate","17","17","6","Tasmania","A","Annual","2004","2004",20.9,,
"11","Fertility rate","17","17","6","Tasmania","A","Annual","2005","2005",30.9,,
"11","Fertility rate","17","17","6","Tasmania","A","Annual","2006","2006",24.3,,
"11","Fertility rate","17","17","6","Tasmania","A","Annual","2007","2007",25.2,,
"11","Fertility rate","17","17","6","Tasmania","A","Annual","2008","2008",26.4,,
"11","Fertility rate","17","17","6","Tasmania","A","Annual","2009","2009",25.8,,
"11","Fertility rate","17","17","6","Tasmania","A","Annual","2010","2010",14.6,,
"11","Fertility rate","17","17","6","Tasmania","A","Annual","2011","2011",26.3,,
"11","Fertility rate","17","17","6","Tasmania","A","Annual","2012","2012",18.2,,
"11","Fertility rate","17","17","6","Tasmania","A","Annual","2013","2013",21.7,,
"11","Fertility rate","17","17","6","Tasmania","A","Annual","2014","2014",16.7,,
"11","Fertility rate","17","17","6","Tasmania","A","Annual","2015","2015",13,,
"1","Births","17","17","7","Northern Territory","A","Annual","2004","2004",73,,
"1","Births","17","17","7","Northern Territory","A","Annual","2005","2005",96,,
"1","Births","17","17","7","Northern Territory","A","Annual","2006","2006",94,,
"1","Births","17","17","7","Northern Territory","A","Annual","2007","2007",88,,
"1","Births","17","17","7","Northern Territory","A","Annual","2008","2008",73,,
"1","Births","17","17","7","Northern Territory","A","Annual","2009","2009",82,,
"1","Births","17","17","7","Northern Territory","A","Annual","2010","2010",65,,
"1","Births","17","17","7","Northern Territory","A","Annual","2011","2011",66,,
"1","Births","17","17","7","Northern Territory","A","Annual","2012","2012",70,,
"1","Births","17","17","7","Northern Territory","A","Annual","2013","2013",57,,
"1","Births","17","17","7","Northern Territory","A","Annual","2014","2014",52,,
"1","Births","17","17","7","Northern Territory","A","Annual","2015","2015",36,,
"2","Female population","17","17","7","Northern Territory","A","Annual","2004","2004",1400,,
"2","Female population","17","17","7","Northern Territory","A","Annual","2005","2005",1427,,
"2","Female population","17","17","7","Northern Territory","A","Annual","2006","2006",1399,,
"2","Female population","17","17","7","Northern Territory","A","Annual","2007","2007",1582,,
"2","Female population","17","17","7","Northern Territory","A","Annual","2008","2008",1572,,
"2","Female population","17","17","7","Northern Territory","A","Annual","2009","2009",1512,,
"2","Female population","17","17","7","Northern Territory","A","Annual","2010","2010",1565,,
"2","Female population","17","17","7","Northern Territory","A","Annual","2011","2011",1491,,
"2","Female population","17","17","7","Northern Territory","A","Annual","2012","2012",1555,,
"2","Female population","17","17","7","Northern Territory","A","Annual","2013","2013",1451,,
"2","Female population","17","17","7","Northern Territory","A","Annual","2014","2014",1476,,
"2","Female population","17","17","7","Northern Territory","A","Annual","2015","2015",1447,,
"11","Fertility rate","17","17","7","Northern Territory","A","Annual","2004","2004",52.2,,
"11","Fertility rate","17","17","7","Northern Territory","A","Annual","2005","2005",67.3,,
"11","Fertility rate","17","17","7","Northern Territory","A","Annual","2006","2006",67.2,,
"11","Fertility rate","17","17","7","Northern Territory","A","Annual","2007","2007",55.7,,
"11","Fertility rate","17","17","7","Northern Territory","A","Annual","2008","2008",46.5,,
"11","Fertility rate","17","17","7","Northern Territory","A","Annual","2009","2009",54.3,,
"11","Fertility rate","17","17","7","Northern Territory","A","Annual","2010","2010",41.5,,
"11","Fertility rate","17","17","7","Northern Territory","A","Annual","2011","2011",44.3,,
"11","Fertility rate","17","17","7","Northern Territory","A","Annual","2012","2012",45.1,,
"11","Fertility rate","17","17","7","Northern Territory","A","Annual","2013","2013",39.3,,
"11","Fertility rate","17","17","7","Northern Territory","A","Annual","2014","2014",35.2,,
"11","Fertility rate","17","17","7","Northern Territory","A","Annual","2015","2015",24.9,,
"1","Births","17","17","8","Australian Capital Territory","A","Annual","2004","2004",16,,
"1","Births","17","17","8","Australian Capital Territory","A","Annual","2005","2005",18,,
"1","Births","17","17","8","Australian Capital Territory","A","Annual","2006","2006",15,,
"1","Births","17","17","8","Australian Capital Territory","A","Annual","2007","2007",20,,
"1","Births","17","17","8","Australian Capital Territory","A","Annual","2008","2008",15,,
"1","Births","17","17","8","Australian Capital Territory","A","Annual","2009","2009",23,,
"1","Births","17","17","8","Australian Capital Territory","A","Annual","2010","2010",18,,
"1","Births","17","17","8","Australian Capital Territory","A","Annual","2011","2011",16,,
"1","Births","17","17","8","Australian Capital Territory","A","Annual","2012","2012",18,,
"1","Births","17","17","8","Australian Capital Territory","A","Annual","2013","2013",15,,
"1","Births","17","17","8","Australian Capital Territory","A","Annual","2014","2014",10,,
"1","Births","17","17","8","Australian Capital Territory","A","Annual","2015","2015",8,,
"2","Female population","17","17","8","Australian Capital Territory","A","Annual","2004","2004",2277,,
"2","Female population","17","17","8","Australian Capital Territory","A","Annual","2005","2005",2274,,
"2","Female population","17","17","8","Australian Capital Territory","A","Annual","2006","2006",2323,,
"2","Female population","17","17","8","Australian Capital Territory","A","Annual","2007","2007",2380,,
"2","Female population","17","17","8","Australian Capital Territory","A","Annual","2008","2008",2403,,
"2","Female population","17","17","8","Australian Capital Territory","A","Annual","2009","2009",2421,,
"2","Female population","17","17","8","Australian Capital Territory","A","Annual","2010","2010",2372,,
"2","Female population","17","17","8","Australian Capital Territory","A","Annual","2011","2011",2350,,
"2","Female population","17","17","8","Australian Capital Territory","A","Annual","2012","2012",2191,,
"2","Female population","17","17","8","Australian Capital Territory","A","Annual","2013","2013",2212,,
"2","Female population","17","17","8","Australian Capital Territory","A","Annual","2014","2014",2182,,
"2","Female population","17","17","8","Australian Capital Territory","A","Annual","2015","2015",2206,,
"11","Fertility rate","17","17","8","Australian Capital Territory","A","Annual","2004","2004",7,,
"11","Fertility rate","17","17","8","Australian Capital Territory","A","Annual","2005","2005",7.9,,
"11","Fertility rate","17","17","8","Australian Capital Territory","A","Annual","2006","2006",6.5,,
"11","Fertility rate","17","17","8","Australian Capital Territory","A","Annual","2007","2007",8.4,,
"11","Fertility rate","17","17","8","Australian Capital Territory","A","Annual","2008","2008",6.2,,
"11","Fertility rate","17","17","8","Australian Capital Territory","A","Annual","2009","2009",9.5,,
"11","Fertility rate","17","17","8","Australian Capital Territory","A","Annual","2010","2010",7.6,,
"11","Fertility rate","17","17","8","Australian Capital Territory","A","Annual","2011","2011",6.8,,
"11","Fertility rate","17","17","8","Australian Capital Territory","A","Annual","2012","2012",8.2,,
"11","Fertility rate","17","17","8","Australian Capital Territory","A","Annual","2013","2013",6.8,,
"11","Fertility rate","17","17","8","Australian Capital Territory","A","Annual","2014","2014",4.6,,
"11","Fertility rate","17","17","8","Australian Capital Territory","A","Annual","2015","2015",3.6,,
"1","Births","18","18","0","Australia","A","Annual","2004","2004",3169,,
"1","Births","18","18","0","Australia","A","Annual","2005","2005",3111,,
"1","Births","18","18","0","Australia","A","Annual","2006","2006",3098,,
"1","Births","18","18","0","Australia","A","Annual","2007","2007",3287,,
"1","Births","18","18","0","Australia","A","Annual","2008","2008",3685,,
"1","Births","18","18","0","Australia","A","Annual","2009","2009",3492,,
"1","Births","18","18","0","Australia","A","Annual","2010","2010",3290,,
"1","Births","18","18","0","Australia","A","Annual","2011","2011",3190,,
"1","Births","18","18","0","Australia","A","Annual","2012","2012",3255,,
"1","Births","18","18","0","Australia","A","Annual","2013","2013",2951,,
"1","Births","18","18","0","Australia","A","Annual","2014","2014",2628,,
"1","Births","18","18","0","Australia","A","Annual","2015","2015",2345,,
"2","Female population","18","18","0","Australia","A","Annual","2004","2004",135531,,
"2","Female population","18","18","0","Australia","A","Annual","2005","2005",134222,,
"2","Female population","18","18","0","Australia","A","Annual","2006","2006",134344,,
"2","Female population","18","18","0","Australia","A","Annual","2007","2007",138018,,
"2","Female population","18","18","0","Australia","A","Annual","2008","2008",143534,,
"2","Female population","18","18","0","Australia","A","Annual","2009","2009",144757,,
"2","Female population","18","18","0","Australia","A","Annual","2010","2010",143032,,
"2","Female population","18","18","0","Australia","A","Annual","2011","2011",142483,,
"2","Female population","18","18","0","Australia","A","Annual","2012","2012",143202,,
"2","Female population","18","18","0","Australia","A","Annual","2013","2013",145771,,
"2","Female population","18","18","0","Australia","A","Annual","2014","2014",144746,,
"2","Female population","18","18","0","Australia","A","Annual","2015","2015",146139,,
"11","Fertility rate","18","18","0","Australia","A","Annual","2004","2004",23.4,,
"11","Fertility rate","18","18","0","Australia","A","Annual","2005","2005",23.2,,
"11","Fertility rate","18","18","0","Australia","A","Annual","2006","2006",23.1,,
"11","Fertility rate","18","18","0","Australia","A","Annual","2007","2007",23.8,,
"11","Fertility rate","18","18","0","Australia","A","Annual","2008","2008",25.7,,
"11","Fertility rate","18","18","0","Australia","A","Annual","2009","2009",24.1,,
"11","Fertility rate","18","18","0","Australia","A","Annual","2010","2010",23,,
"11","Fertility rate","18","18","0","Australia","A","Annual","2011","2011",22.4,,
"11","Fertility rate","18","18","0","Australia","A","Annual","2012","2012",22.7,,
"11","Fertility rate","18","18","0","Australia","A","Annual","2013","2013",20.2,,
"11","Fertility rate","18","18","0","Australia","A","Annual","2014","2014",18.2,,
"11","Fertility rate","18","18","0","Australia","A","Annual","2015","2015",16.1,,
"1","Births","18","18","1","New South Wales","A","Annual","2004","2004",954,,
"1","Births","18","18","1","New South Wales","A","Annual","2005","2005",984,,
"1","Births","18","18","1","New South Wales","A","Annual","2006","2006",951,,
"1","Births","18","18","1","New South Wales","A","Annual","2007","2007",955,,
"1","Births","18","18","1","New South Wales","A","Annual","2008","2008",1119,,
"1","Births","18","18","1","New South Wales","A","Annual","2009","2009",972,,
"1","Births","18","18","1","New South Wales","A","Annual","2010","2010",967,,
"1","Births","18","18","1","New South Wales","A","Annual","2011","2011",931,,
"1","Births","18","18","1","New South Wales","A","Annual","2012","2012",881,,
"1","Births","18","18","1","New South Wales","A","Annual","2013","2013",856,,
"1","Births","18","18","1","New South Wales","A","Annual","2014","2014",699,,
"1","Births","18","18","1","New South Wales","A","Annual","2015","2015",735,,
"2","Female population","18","18","1","New South Wales","A","Annual","2004","2004",44010,,
"2","Female population","18","18","1","New South Wales","A","Annual","2005","2005",43635,,
"2","Female population","18","18","1","New South Wales","A","Annual","2006","2006",43384,,
"2","Female population","18","18","1","New South Wales","A","Annual","2007","2007",44475,,
"2","Female population","18","18","1","New South Wales","A","Annual","2008","2008",45926,,
"2","Female population","18","18","1","New South Wales","A","Annual","2009","2009",46176,,
"2","Female population","18","18","1","New South Wales","A","Annual","2010","2010",44872,,
"2","Female population","18","18","1","New South Wales","A","Annual","2011","2011",44785,,
"2","Female population","18","18","1","New South Wales","A","Annual","2012","2012",45457,,
"2","Female population","18","18","1","New South Wales","A","Annual","2013","2013",46293,,
"2","Female population","18","18","1","New South Wales","A","Annual","2014","2014",45910,,
"2","Female population","18","18","1","New South Wales","A","Annual","2015","2015",46334,,
"11","Fertility rate","18","18","1","New South Wales","A","Annual","2004","2004",21.7,,
"11","Fertility rate","18","18","1","New South Wales","A","Annual","2005","2005",22.6,,
"11","Fertility rate","18","18","1","New South Wales","A","Annual","2006","2006",21.9,,
"11","Fertility rate","18","18","1","New South Wales","A","Annual","2007","2007",21.5,,
"11","Fertility rate","18","18","1","New South Wales","A","Annual","2008","2008",24.4,,
"11","Fertility rate","18","18","1","New South Wales","A","Annual","2009","2009",21.1,,
"11","Fertility rate","18","18","1","New South Wales","A","Annual","2010","2010",21.6,,
"11","Fertility rate","18","18","1","New South Wales","A","Annual","2011","2011",20.8,,
"11","Fertility rate","18","18","1","New South Wales","A","Annual","2012","2012",19.4,,
"11","Fertility rate","18","18","1","New South Wales","A","Annual","2013","2013",18.5,,
"11","Fertility rate","18","18","1","New South Wales","A","Annual","2014","2014",15.2,,
"11","Fertility rate","18","18","1","New South Wales","A","Annual","2015","2015",15.9,,
"1","Births","18","18","2","Victoria","A","Annual","2004","2004",468,,
"1","Births","18","18","2","Victoria","A","Annual","2005","2005",471,,
"1","Births","18","18","2","Victoria","A","Annual","2006","2006",458,,
"1","Births","18","18","2","Victoria","A","Annual","2007","2007",491,,
"1","Births","18","18","2","Victoria","A","Annual","2008","2008",534,,
"1","Births","18","18","2","Victoria","A","Annual","2009","2009",463,,
"1","Births","18","18","2","Victoria","A","Annual","2010","2010",403,,
"1","Births","18","18","2","Victoria","A","Annual","2011","2011",403,,
"1","Births","18","18","2","Victoria","A","Annual","2012","2012",535,,
"1","Births","18","18","2","Victoria","A","Annual","2013","2013",447,,
"1","Births","18","18","2","Victoria","A","Annual","2014","2014",416,,
"1","Births","18","18","2","Victoria","A","Annual","2015","2015",338,,
"2","Female population","18","18","2","Victoria","A","Annual","2004","2004",33194,,
"2","Female population","18","18","2","Victoria","A","Annual","2005","2005",33161,,
"2","Female population","18","18","2","Victoria","A","Annual","2006","2006",33705,,
"2","Female population","18","18","2","Victoria","A","Annual","2007","2007",34211,,
"2","Female population","18","18","2","Victoria","A","Annual","2008","2008",35630,,
"2","Female population","18","18","2","Victoria","A","Annual","2009","2009",35691,,
"2","Female population","18","18","2","Victoria","A","Annual","2010","2010",35107,,
"2","Female population","18","18","2","Victoria","A","Annual","2011","2011",35483,,
"2","Female population","18","18","2","Victoria","A","Annual","2012","2012",35335,,
"2","Female population","18","18","2","Victoria","A","Annual","2013","2013",35833,,
"2","Female population","18","18","2","Victoria","A","Annual","2014","2014",35658,,
"2","Female population","18","18","2","Victoria","A","Annual","2015","2015",36199,,
"11","Fertility rate","18","18","2","Victoria","A","Annual","2004","2004",14.1,,
"11","Fertility rate","18","18","2","Victoria","A","Annual","2005","2005",14.2,,
"11","Fertility rate","18","18","2","Victoria","A","Annual","2006","2006",13.6,,
"11","Fertility rate","18","18","2","Victoria","A","Annual","2007","2007",14.4,,
"11","Fertility rate","18","18","2","Victoria","A","Annual","2008","2008",15,,
"11","Fertility rate","18","18","2","Victoria","A","Annual","2009","2009",13,,
"11","Fertility rate","18","18","2","Victoria","A","Annual","2010","2010",11.5,,
"11","Fertility rate","18","18","2","Victoria","A","Annual","2011","2011",11.4,,
"11","Fertility rate","18","18","2","Victoria","A","Annual","2012","2012",15.1,,
"11","Fertility rate","18","18","2","Victoria","A","Annual","2013","2013",12.5,,
"11","Fertility rate","18","18","2","Victoria","A","Annual","2014","2014",11.7,,
"11","Fertility rate","18","18","2","Victoria","A","Annual","2015","2015",9.3,,
"1","Births","18","18","3","Queensland","A","Annual","2004","2004",851,,
"1","Births","18","18","3","Queensland","A","Annual","2005","2005",724,,
"1","Births","18","18","3","Queensland","A","Annual","2006","2006",788,,
"1","Births","18","18","3","Queensland","A","Annual","2007","2007",909,,
"1","Births","18","18","3","Queensland","A","Annual","2008","2008",1028,,
"1","Births","18","18","3","Queensland","A","Annual","2009","2009",1150,,
"1","Births","18","18","3","Queensland","A","Annual","2010","2010",1026,,
"1","Births","18","18","3","Queensland","A","Annual","2011","2011",937,,
"1","Births","18","18","3","Queensland","A","Annual","2012","2012",951,,
"1","Births","18","18","3","Queensland","A","Annual","2013","2013",873,,
"1","Births","18","18","3","Queensland","A","Annual","2014","2014",794,,
"1","Births","18","18","3","Queensland","A","Annual","2015","2015",654,,
"2","Female population","18","18","3","Queensland","A","Annual","2004","2004",26510,,
"2","Female population","18","18","3","Queensland","A","Annual","2005","2005",26146,,
"2","Female population","18","18","3","Queensland","A","Annual","2006","2006",26313,,
"2","Female population","18","18","3","Queensland","A","Annual","2007","2007",27299,,
"2","Female population","18","18","3","Queensland","A","Annual","2008","2008",28749,,
"2","Female population","18","18","3","Queensland","A","Annual","2009","2009",29466,,
"2","Female population","18","18","3","Queensland","A","Annual","2010","2010",30054,,
"2","Female population","18","18","3","Queensland","A","Annual","2011","2011",29311,,
"2","Female population","18","18","3","Queensland","A","Annual","2012","2012",29652,,
"2","Female population","18","18","3","Queensland","A","Annual","2013","2013",30509,,
"2","Female population","18","18","3","Queensland","A","Annual","2014","2014",30248,,
"2","Female population","18","18","3","Queensland","A","Annual","2015","2015",30573,,
"11","Fertility rate","18","18","3","Queensland","A","Annual","2004","2004",32.1,,
"11","Fertility rate","18","18","3","Queensland","A","Annual","2005","2005",27.7,,
"11","Fertility rate","18","18","3","Queensland","A","Annual","2006","2006",29.9,,
"11","Fertility rate","18","18","3","Queensland","A","Annual","2007","2007",33.3,,
"11","Fertility rate","18","18","3","Queensland","A","Annual","2008","2008",35.8,,
"11","Fertility rate","18","18","3","Queensland","A","Annual","2009","2009",39,,
"11","Fertility rate","18","18","3","Queensland","A","Annual","2010","2010",34.1,,
"11","Fertility rate","18","18","3","Queensland","A","Annual","2011","2011",32,,
"11","Fertility rate","18","18","3","Queensland","A","Annual","2012","2012",32.1,,
"11","Fertility rate","18","18","3","Queensland","A","Annual","2013","2013",28.6,,
"11","Fertility rate","18","18","3","Queensland","A","Annual","2014","2014",26.3,,
"11","Fertility rate","18","18","3","Queensland","A","Annual","2015","2015",21.4,,
"1","Births","18","18","4","South Australia","A","Annual","2004","2004",233,,
"1","Births","18","18","4","South Australia","A","Annual","2005","2005",268,,
"1","Births","18","18","4","South Australia","A","Annual","2006","2006",239,,
"1","Births","18","18","4","South Australia","A","Annual","2007","2007",244,,
"1","Births","18","18","4","South Australia","A","Annual","2008","2008",279,,
"1","Births","18","18","4","South Australia","A","Annual","2009","2009",226,,
"1","Births","18","18","4","South Australia","A","Annual","2010","2010",231,,
"1","Births","18","18","4","South Australia","A","Annual","2011","2011",255,,
"1","Births","18","18","4","South Australia","A","Annual","2012","2012",234,,
"1","Births","18","18","4","South Australia","A","Annual","2013","2013",216,,
"1","Births","18","18","4","South Australia","A","Annual","2014","2014",197,,
"1","Births","18","18","4","South Australia","A","Annual","2015","2015",155,,
"2","Female population","18","18","4","South Australia","A","Annual","2004","2004",10407,,
"2","Female population","18","18","4","South Australia","A","Annual","2005","2005",10160,,
"2","Female population","18","18","4","South Australia","A","Annual","2006","2006",10079,,
"2","Female population","18","18","4","South Australia","A","Annual","2007","2007",10128,,
"2","Female population","18","18","4","South Australia","A","Annual","2008","2008",10608,,
"2","Female population","18","18","4","South Australia","A","Annual","2009","2009",10461,,
"2","Female population","18","18","4","South Australia","A","Annual","2010","2010",10601,,
"2","Female population","18","18","4","South Australia","A","Annual","2011","2011",10445,,
"2","Female population","18","18","4","South Australia","A","Annual","2012","2012",10323,,
"2","Female population","18","18","4","South Australia","A","Annual","2013","2013",10375,,
"2","Female population","18","18","4","South Australia","A","Annual","2014","2014",10378,,
"2","Female population","18","18","4","South Australia","A","Annual","2015","2015",10344,,
"11","Fertility rate","18","18","4","South Australia","A","Annual","2004","2004",22.4,,
"11","Fertility rate","18","18","4","South Australia","A","Annual","2005","2005",26.4,,
"11","Fertility rate","18","18","4","South Australia","A","Annual","2006","2006",23.7,,
"11","Fertility rate","18","18","4","South Australia","A","Annual","2007","2007",24.1,,
"11","Fertility rate","18","18","4","South Australia","A","Annual","2008","2008",26.3,,
"11","Fertility rate","18","18","4","South Australia","A","Annual","2009","2009",21.6,,
"11","Fertility rate","18","18","4","South Australia","A","Annual","2010","2010",21.8,,
"11","Fertility rate","18","18","4","South Australia","A","Annual","2011","2011",24.4,,
"11","Fertility rate","18","18","4","South Australia","A","Annual","2012","2012",22.7,,
"11","Fertility rate","18","18","4","South Australia","A","Annual","2013","2013",20.8,,
"11","Fertility rate","18","18","4","South Australia","A","Annual","2014","2014",19,,
"11","Fertility rate","18","18","4","South Australia","A","Annual","2015","2015",15,,
"1","Births","18","18","5","Western Australia","A","Annual","2004","2004",388,,
"1","Births","18","18","5","Western Australia","A","Annual","2005","2005",416,,
"1","Births","18","18","5","Western Australia","A","Annual","2006","2006",396,,
"1","Births","18","18","5","Western Australia","A","Annual","2007","2007",419,,
"1","Births","18","18","5","Western Australia","A","Annual","2008","2008",459,,
"1","Births","18","18","5","Western Australia","A","Annual","2009","2009",411,,
"1","Births","18","18","5","Western Australia","A","Annual","2010","2010",427,,
"1","Births","18","18","5","Western Australia","A","Annual","2011","2011",402,,
"1","Births","18","18","5","Western Australia","A","Annual","2012","2012",392,,
"1","Births","18","18","5","Western Australia","A","Annual","2013","2013",345,,
"1","Births","18","18","5","Western Australia","A","Annual","2014","2014",327,,
"1","Births","18","18","5","Western Australia","A","Annual","2015","2015",288,,
"2","Female population","18","18","5","Western Australia","A","Annual","2004","2004",14152,,
"2","Female population","18","18","5","Western Australia","A","Annual","2005","2005",13973,,
"2","Female population","18","18","5","Western Australia","A","Annual","2006","2006",13789,,
"2","Female population","18","18","5","Western Australia","A","Annual","2007","2007",14579,,
"2","Female population","18","18","5","Western Australia","A","Annual","2008","2008",15123,,
"2","Female population","18","18","5","Western Australia","A","Annual","2009","2009",15269,,
"2","Female population","18","18","5","Western Australia","A","Annual","2010","2010",15010,,
"2","Female population","18","18","5","Western Australia","A","Annual","2011","2011",15141,,
"2","Female population","18","18","5","Western Australia","A","Annual","2012","2012",15325,,
"2","Female population","18","18","5","Western Australia","A","Annual","2013","2013",15597,,
"2","Female population","18","18","5","Western Australia","A","Annual","2014","2014",15518,,
"2","Female population","18","18","5","Western Australia","A","Annual","2015","2015",15595,,
"11","Fertility rate","18","18","5","Western Australia","A","Annual","2004","2004",27.4,,
"11","Fertility rate","18","18","5","Western Australia","A","Annual","2005","2005",29.8,,
"11","Fertility rate","18","18","5","Western Australia","A","Annual","2006","2006",28.7,,
"11","Fertility rate","18","18","5","Western Australia","A","Annual","2007","2007",28.8,,
"11","Fertility rate","18","18","5","Western Australia","A","Annual","2008","2008",30.4,,
"11","Fertility rate","18","18","5","Western Australia","A","Annual","2009","2009",26.9,,
"11","Fertility rate","18","18","5","Western Australia","A","Annual","2010","2010",28.5,,
"11","Fertility rate","18","18","5","Western Australia","A","Annual","2011","2011",26.6,,
"11","Fertility rate","18","18","5","Western Australia","A","Annual","2012","2012",25.6,,
"11","Fertility rate","18","18","5","Western Australia","A","Annual","2013","2013",22.1,,
"11","Fertility rate","18","18","5","Western Australia","A","Annual","2014","2014",21.1,,
"11","Fertility rate","18","18","5","Western Australia","A","Annual","2015","2015",18.5,,
"1","Births","18","18","6","Tasmania","A","Annual","2004","2004",136,,
"1","Births","18","18","6","Tasmania","A","Annual","2005","2005",109,,
"1","Births","18","18","6","Tasmania","A","Annual","2006","2006",120,,
"1","Births","18","18","6","Tasmania","A","Annual","2007","2007",123,,
"1","Births","18","18","6","Tasmania","A","Annual","2008","2008",121,,
"1","Births","18","18","6","Tasmania","A","Annual","2009","2009",138,,
"1","Births","18","18","6","Tasmania","A","Annual","2010","2010",95,,
"1","Births","18","18","6","Tasmania","A","Annual","2011","2011",130,,
"1","Births","18","18","6","Tasmania","A","Annual","2012","2012",119,,
"1","Births","18","18","6","Tasmania","A","Annual","2013","2013",105,,
"1","Births","18","18","6","Tasmania","A","Annual","2014","2014",96,,
"1","Births","18","18","6","Tasmania","A","Annual","2015","2015",86,,
"2","Female population","18","18","6","Tasmania","A","Annual","2004","2004",3340,,
"2","Female population","18","18","6","Tasmania","A","Annual","2005","2005",3264,,
"2","Female population","18","18","6","Tasmania","A","Annual","2006","2006",3219,,
"2","Female population","18","18","6","Tasmania","A","Annual","2007","2007",3278,,
"2","Female population","18","18","6","Tasmania","A","Annual","2008","2008",3252,,
"2","Female population","18","18","6","Tasmania","A","Annual","2009","2009",3408,,
"2","Female population","18","18","6","Tasmania","A","Annual","2010","2010",3266,,
"2","Female population","18","18","6","Tasmania","A","Annual","2011","2011",3221,,
"2","Female population","18","18","6","Tasmania","A","Annual","2012","2012",3157,,
"2","Female population","18","18","6","Tasmania","A","Annual","2013","2013",3306,,
"2","Female population","18","18","6","Tasmania","A","Annual","2014","2014",3268,,
"2","Female population","18","18","6","Tasmania","A","Annual","2015","2015",3308,,
"11","Fertility rate","18","18","6","Tasmania","A","Annual","2004","2004",42.5,,
"11","Fertility rate","18","18","6","Tasmania","A","Annual","2005","2005",35.2,,
"11","Fertility rate","18","18","6","Tasmania","A","Annual","2006","2006",40.3,,
"11","Fertility rate","18","18","6","Tasmania","A","Annual","2007","2007",39.1,,
"11","Fertility rate","18","18","6","Tasmania","A","Annual","2008","2008",38.1,,
"11","Fertility rate","18","18","6","Tasmania","A","Annual","2009","2009",41.7,,
"11","Fertility rate","18","18","6","Tasmania","A","Annual","2010","2010",29.8,,
"11","Fertility rate","18","18","6","Tasmania","A","Annual","2011","2011",41.5,,
"11","Fertility rate","18","18","6","Tasmania","A","Annual","2012","2012",38.9,,
"11","Fertility rate","18","18","6","Tasmania","A","Annual","2013","2013",31.8,,
"11","Fertility rate","18","18","6","Tasmania","A","Annual","2014","2014",29.5,,
"11","Fertility rate","18","18","6","Tasmania","A","Annual","2015","2015",26,,
"1","Births","18","18","7","Northern Territory","A","Annual","2004","2004",108,,
"1","Births","18","18","7","Northern Territory","A","Annual","2005","2005",112,,
"1","Births","18","18","7","Northern Territory","A","Annual","2006","2006",111,,
"1","Births","18","18","7","Northern Territory","A","Annual","2007","2007",105,,
"1","Births","18","18","7","Northern Territory","A","Annual","2008","2008",117,,
"1","Births","18","18","7","Northern Territory","A","Annual","2009","2009",105,,
"1","Births","18","18","7","Northern Territory","A","Annual","2010","2010",107,,
"1","Births","18","18","7","Northern Territory","A","Annual","2011","2011",94,,
"1","Births","18","18","7","Northern Territory","A","Annual","2012","2012",113,,
"1","Births","18","18","7","Northern Territory","A","Annual","2013","2013",88,,
"1","Births","18","18","7","Northern Territory","A","Annual","2014","2014",80,,
"1","Births","18","18","7","Northern Territory","A","Annual","2015","2015",67,,
"2","Female population","18","18","7","Northern Territory","A","Annual","2004","2004",1444,,
"2","Female population","18","18","7","Northern Territory","A","Annual","2005","2005",1386,,
"2","Female population","18","18","7","Northern Territory","A","Annual","2006","2006",1391,,
"2","Female population","18","18","7","Northern Territory","A","Annual","2007","2007",1428,,
"2","Female population","18","18","7","Northern Territory","A","Annual","2008","2008",1598,,
"2","Female population","18","18","7","Northern Territory","A","Annual","2009","2009",1606,,
